Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Feature 51,Feature 52,Feature 53,Feature 54,Feature 55,Feature 56,Feature 57,Feature 58,Feature 59,Feature 60,Feature 61,Feature 62,Feature 63,Feature 64,Feature 65,Feature 66,Feature 67,Feature 68,Feature 69,Feature 70,Feature 71,Feature 72,Feature 73,Feature 74,Feature 75,Feature 76,Feature 77,Feature 78,Feature 79,Feature 80,Feature 81,Feature 82,Feature 83,Feature 84,Feature 85,Feature 86,Feature 87,Feature 88,Feature 89,Feature 90,Feature 91,Feature 92,Feature 93,Feature 94,Feature 95,Feature 96,Feature 97,Feature 98,Feature 99,Feature 100,Target
-226.92012,139.467712,62.08572,45.955124,23.871693,20.223141,10.804553,12.713271,8.063509,11.362134,6.591365,8.65145,4.461896,6.697761,3.149493,5.840295,2.579203,3.847244,0.480445,2.43075,0.709778,3.244458,1.371128,3.427909,1.637054,4.239774,2.369303,2.841803,0.467159,2.692681,1.047097,2.757163,1.602806,3.042073,1.367312,2.383659,1.199671,1.83274,0.243558,1.417943,0.319327,0.776525,-0.061278,0.637924,-0.06543,0.783358,0.156325,0.812428,0.823324,1.292218,0.425763,0.90693,0.416662,0.250325,-0.077894,0.136703,-0.040755,0.340658,0.249687,0.087472,0.188984,0.116267,0.520711,0.382577,0.136672,-0.38448,-0.481819,-0.849721,0.06698,0.136563,0.474705,-0.17273,0.38244,0.084497,0.245398,-0.294783,-0.059866,-0.360473,0.101015,-0.373773,-0.202245,-0.461424,0.223532,0.204382,0.348256,-0.358995,-0.018253,-0.306927,0.458575,-0.030191,0.204007,-0.367281,0.179266,0.01014,0.35917,-0.230802,0.05928,-0.213069,-0.05376,-0.631259,COPD
-257.849091,120.56279,54.188313,44.570415,23.279928,20.900425,11.598855,13.367294,8.035556,11.125804,5.855831,7.737793,2.882801,5.422317,2.152459,5.153169,1.760381,3.728808,0.141655,3.039914,0.563048,3.42303,1.458003,4.631174,2.606026,4.928778,2.064463,3.218719,0.342567,2.578015,0.545583,2.487288,0.633602,2.584633,0.872738,2.256567,0.439333,1.6043,-0.080814,1.319449,-0.095831,0.75765,-0.337855,0.610501,-0.216487,0.941254,-0.139639,0.728325,0.183557,0.980166,0.397781,0.887815,0.493372,0.720937,-0.068591,-0.071034,-0.22146,0.189577,-0.130973,0.056542,0.070517,0.38015,0.470761,0.401154,0.153711,0.024118,-0.133034,-0.498057,0.023663,0.096773,0.634601,0.312734,0.530647,-0.028563,0.002331,-0.385924,0.108667,-0.102735,0.335536,-0.115488,0.056306,-0.291566,0.326834,0.096974,0.445766,-0.165553,0.431331,0.165299,0.453472,-0.068772,0.208733,-0.349451,0.130819,-0.073287,0.45624,0.081781,0.271481,-0.185789,0.083098,-0.582027,COPD
-321.6427,111.161057,10.656504,33.006634,-8.45009,17.471394,0.892491,5.279698,5.150694,11.752977,4.139584,9.081361,-6.454666,4.67485,1.118266,6.875608,1.392141,4.232309,-5.88551,-2.498648,-1.906014,3.953687,0.71032,4.013923,-0.798117,6.413287,2.24554,1.591921,-3.255009,4.882229,0.02913,3.691363,-1.655302,4.445412,-2.332489,4.173073,0.765633,0.919998,-2.469892,4.383215,0.419147,2.242026,-1.287003,1.494349,0.307925,2.824998,0.652318,2.49072,-0.393687,3.68304,0.6105,1.480524,0.839991,3.527389,-2.163018,2.125698,-0.220414,2.897312,-0.721921,1.666237,-1.193816,0.504446,0.71605,2.777325,-0.833077,-0.528426,-2.202542,-1.709944,-1.293129,0.050584,-2.1225,-0.161772,-0.260682,-0.372045,-0.455202,-0.104358,-1.5768,0.80926,-1.121269,0.183933,-1.211096,0.595049,-1.017594,1.131836,-0.420116,0.511434,-0.660968,0.662621,-0.114087,0.244664,0.368931,0.677352,-0.271299,0.714462,0.576457,-0.505981,-0.605564,0.73821,-0.899575,0.650558,COPD
-494.539001,127.176659,65.192459,27.687164,20.802286,21.100895,17.123095,12.966181,12.042379,12.028844,9.387339,5.442967,4.353779,7.220757,10.506406,11.056436,9.83839,9.104349,8.063304,6.243494,5.619302,6.413475,6.404839,5.194899,3.526953,2.052846,1.375932,0.851886,-0.526489,-1.183269,0.131517,1.876117,2.341814,1.864074,1.630116,2.335511,2.985387,2.444478,1.410928,1.17376,1.775686,2.516864,2.273503,1.028284,0.33988,0.846028,1.249619,0.955327,0.631412,0.831403,1.178598,0.946358,0.355372,0.339063,0.566953,0.44106,0.504249,0.900484,0.822593,0.330604,0.095051,0.325481,0.742731,0.713966,0.181017,0.071955,0.428971,0.482136,0.413823,0.571894,0.399501,-0.025401,0.106168,0.769695,1.150625,0.906551,0.476163,0.267149,0.229895,0.357998,0.565959,0.402591,-0.014134,0.002259,0.286072,0.268882,0.087621,0.014675,0.043794,0.23029,0.408599,0.367303,0.293013,0.241018,0.116754,0.138866,0.365567,0.404472,0.136238,-0.120662,COPD
-385.024475,153.173096,46.224552,22.570253,18.21603,20.121683,12.175614,8.355223,7.124717,11.018149,9.177673,5.912158,4.299079,5.165359,6.138399,6.923146,6.970349,9.665046,9.19882,7.331417,5.895977,6.113749,5.629631,4.884308,5.004005,3.585567,2.073285,1.138636,-1.154631,-1.217089,-0.254179,1.632406,1.873377,2.588974,2.491398,0.767542,1.343442,1.745192,0.763212,0.736491,0.421223,1.455268,1.446374,0.964099,0.343647,0.443039,1.206637,0.609825,0.473285,0.166015,0.487043,1.143748,0.813495,1.14537,0.939716,-0.35689,0.052607,1.076244,1.832443,0.675058,-0.455531,-0.440538,0.842833,1.407754,0.400787,0.075914,-0.14996,-0.603578,-0.125579,-0.257073,0.317137,0.006359,-0.065526,0.173644,-0.252408,-0.250182,-0.18896,0.14235,0.281034,-0.010074,0.106703,-0.452384,-0.210135,0.009221,-0.016798,-0.270612,-0.50452,0.238938,-0.10667,-0.108438,0.437001,-0.042666,-0.172451,-0.106642,0.083645,0.058899,0.072503,0.297676,-0.358549,-0.354784,COPD
-314.705994,113.201057,31.160326,24.974995,18.268345,25.340891,17.418211,18.980227,10.635307,11.896799,6.499732,9.232175,3.588564,7.135032,3.963282,7.482133,2.789613,6.137027,3.053987,5.703619,1.498473,4.184685,1.414841,4.116709,0.671674,3.304169,0.610852,2.313356,-1.683626,1.219023,0.364686,3.51417,0.675671,2.920063,0.723096,2.053852,-0.419931,1.262294,-0.42821,2.228709,0.932774,1.998351,-1.010696,0.986154,0.379727,1.48251,0.219893,1.298403,-0.163481,0.935729,0.941241,2.086497,0.060516,0.887841,0.36122,0.419195,-0.49711,0.798192,0.334559,0.369313,-0.265712,0.245952,0.04322,0.330986,-0.031398,0.191042,0.08093,0.091611,0.356182,0.943949,0.877169,0.254655,-0.248677,-0.052647,0.522276,0.759584,0.711233,0.026691,-0.009717,0.088238,0.456079,-0.207446,-0.132139,-0.030644,0.324836,-0.525228,-0.438132,-0.304677,0.098493,-0.368112,0.078634,0.12184,0.388542,0.175931,0.502745,0.189085,0.428926,-0.1573,-0.287285,-0.435047,COPD
-256.832336,109.631073,39.226349,32.257702,19.970852,26.180086,19.308134,19.853615,11.856894,12.934042,6.78291,8.963606,5.353961,8.99442,5.32505,6.862056,1.721546,5.052929,1.972347,5.132167,1.941028,3.981453,1.09813,3.651933,1.368941,3.786074,0.571016,2.128132,-0.642539,2.49871,0.80107,3.699503,1.170202,2.735758,0.648138,1.77079,-0.104696,1.523604,0.104653,1.837358,-0.322737,1.018566,-0.343769,1.307947,0.441721,1.466034,0.735151,1.230687,-0.018679,0.595959,0.140875,1.622391,0.6491,1.289886,0.190385,0.156583,-0.155202,0.267431,0.38875,0.965658,0.713949,0.841557,0.590048,0.378481,-0.254903,0.045583,-0.060032,0.034299,0.623794,0.419189,0.795281,0.237041,0.115136,0.256015,0.193048,0.374221,0.841797,0.641108,0.662628,-0.182381,-0.134264,-0.782052,-0.079733,0.052881,0.451704,-0.022176,-0.043122,-0.388634,0.0129,-0.116188,0.579744,-0.072559,0.474067,-0.018625,0.127094,-0.466397,-0.208828,-0.432944,0.059326,0.011023,COPD
-340.569031,116.64724,57.002602,46.818474,29.337147,25.148146,17.540325,16.549185,12.177397,11.700803,8.348615,7.869861,5.33306,5.311545,3.715996,4.476187,3.25744,4.540158,3.272101,3.758126,2.558764,3.201499,2.770756,3.579832,2.83763,2.982013,1.60825,2.127605,1.708668,2.356557,1.686832,2.113103,1.455047,2.242094,1.988912,1.770252,1.68999,1.888593,1.663269,1.912231,1.53919,1.518501,0.789297,1.008356,1.20567,1.595424,1.906848,1.286974,0.926204,0.627687,0.820686,1.195796,1.222188,1.054449,0.565268,0.394696,0.957861,0.708624,0.841479,0.418881,0.250069,0.090216,0.586397,0.72135,0.675102,0.188005,-0.221059,-0.343316,0.083697,0.174249,0.628135,0.409781,0.192426,-0.087113,-0.065402,0.182848,0.560023,0.347604,0.263738,-0.300746,-0.200696,-0.38081,0.125865,0.234668,0.307477,0.039123,-0.285968,-0.141283,-0.12991,-0.147936,0.080718,-0.240919,-0.153229,-0.04949,0.150782,0.102793,4e-06,-0.035402,-0.200405,0.015025,COPD
-299.464752,129.07135,40.669785,32.491199,25.879223,32.061817,20.023354,19.479959,9.727507,11.070342,4.769972,7.366706,4.379561,8.730059,5.173471,7.24507,1.428003,6.604513,0.993663,4.017458,-1.820914,0.600247,-0.741073,2.917425,0.807945,3.993623,-0.31287,1.904166,-2.379956,1.926039,-1.456139,4.220328,-0.274175,1.951179,1.293783,2.695014,0.639959,2.808071,-0.710158,3.003437,-0.817173,1.440772,-2.453505,0.218136,-0.251263,1.890115,1.811978,2.424237,0.374868,1.164275,-0.674586,2.289148,-0.875937,0.919248,-1.176323,-1.052395,-0.809816,1.204484,1.235478,1.580738,0.406477,1.045775,0.912827,1.737214,-1.55896,-1.968821,-5.735635,-6.54016,-5.62375,-4.496871,-2.36626,-1.593895,-2.461485,-0.952257,-1.390453,0.332199,-0.283259,-0.221371,-0.804055,-1.640473,-2.199393,-2.502853,-1.097945,-0.379584,-0.093035,0.12927,-1.348182,0.266321,0.534375,0.183302,0.404899,-1.169743,-1.218718,-0.618747,-0.364924,-0.100413,-0.665788,-0.837493,-0.670399,0.275374,COPD
-277.21701,202.784805,64.692139,13.89631,14.49741,16.42857,6.417871,-4.350101,-8.34654,-0.8802,9.822572,8.839952,0.758911,-3.969443,0.02264,2.141108,1.999814,4.135163,1.86625,1.850365,4.485069,7.119238,6.235807,0.478017,0.014913,1.603787,1.644772,-0.08312,-2.412776,-2.874867,-1.812123,3.034184,2.588759,0.452621,1.65613,0.986498,2.758612,1.388641,-0.500483,1.345243,1.385271,2.335529,1.633075,1.32968,1.066867,0.158813,1.393547,0.744193,1.49833,1.184527,0.36508,1.239188,0.280281,1.625534,1.058609,-0.119822,1.432799,1.367502,1.298003,0.687879,0.614353,0.186065,0.767295,1.685513,0.16766,0.887458,0.308269,-0.055876,0.613834,-0.52693,0.903784,0.317179,-0.291592,0.723726,0.19875,0.775459,0.150984,0.226431,0.410074,0.00861,0.257144,-0.497204,0.443083,0.154114,0.149628,0.489889,-0.772303,0.878835,0.411527,-0.320125,0.884655,-0.104315,-0.03204,0.192238,0.21939,0.176359,0.134807,0.246196,-0.477565,0.192763,COPD
-441.720367,145.855255,45.56308,12.129749,23.333151,30.329609,27.301249,20.893654,16.056244,14.158808,11.965818,9.155764,6.419946,5.165648,7.504157,10.061831,9.169976,6.78537,3.147651,-0.236628,1.155171,3.736091,1.532388,-1.338012,-1.282497,-1.145179,-1.128428,0.258699,1.066975,0.41088,0.256235,1.920848,3.19049,1.162195,-1.75143,-0.991958,1.484286,1.578193,0.314814,0.308776,1.337771,1.555759,0.269031,-0.344829,0.605467,0.344491,-1.495417,-1.262338,0.937894,1.250434,-0.160031,-0.024625,1.171315,0.765074,-0.463187,0.013709,1.241302,0.955301,0.099749,0.454389,0.934706,0.17157,-0.838989,-0.64293,0.495865,0.993865,0.186976,-0.379516,0.480705,1.385454,0.535133,-0.926814,-0.562262,0.631493,0.143104,-0.713166,-0.036324,0.531108,-0.122321,-0.353342,0.311263,0.498495,-0.081478,-0.215763,0.763951,1.643394,0.878141,-0.60302,-0.812348,-0.1207,-0.055613,-0.39607,-0.187108,0.063618,-0.422606,-0.671346,0.144818,0.664748,-0.102977,-0.58594,COPD
-357.413269,158.303818,23.270388,-1.652821,16.330423,27.995306,26.062016,18.520002,14.441245,9.556072,7.253189,6.598453,8.218673,5.681957,7.200084,10.555011,8.460099,9.694356,2.604812,4.745906,4.467059,4.125604,3.144361,2.062715,-1.702622,-0.461254,0.123447,2.067281,-1.42425,1.20882,-0.979204,4.6507,2.518383,1.443254,1.851004,0.41107,-0.462198,1.210064,0.094636,1.884883,-0.05922,3.709244,1.711801,0.523824,0.230754,0.266165,-1.176403,-1.869394,0.743633,0.776184,0.473591,2.686022,-1.395187,0.934519,0.019424,-1.180786,0.657008,0.454332,0.454719,0.491179,0.598202,0.761846,0.615665,-0.536847,-0.970067,0.44344,-0.240723,-0.509403,1.939555,-1.112622,0.123263,-1.218958,-0.97751,0.827501,0.652811,0.05169,-0.284496,-0.871794,-0.255213,-0.631842,-0.145459,-1.344827,1.149236,1.079166,1.123847,1.211009,-0.724666,-0.880979,-0.762033,-0.855687,0.572598,-0.491603,0.385369,0.18276,0.720533,-0.312016,-0.626159,-0.202557,-0.246992,0.283134,COPD
-427.711731,138.186371,64.260406,41.494331,24.77191,23.275749,19.558966,18.763659,15.49062,13.497467,9.033516,6.413188,4.219908,4.093035,4.616257,6.299314,6.135381,6.1193,4.123449,4.142672,2.87629,1.429652,0.671725,0.987477,0.360449,0.44464,1.265571,2.754699,2.459445,1.637845,0.343659,2.293231,2.832846,2.443467,1.282045,0.155116,-0.202896,0.301777,0.553017,1.278536,1.142651,2.124635,2.44502,2.386052,1.983571,1.136597,0.701783,0.427877,0.955578,0.742781,0.905267,1.479481,0.497832,0.686739,0.811715,0.319302,0.626781,0.295755,0.567772,0.780774,0.938085,0.761775,0.657891,-0.028495,-0.8745,-1.853618,-2.659469,-3.193088,-2.764287,-2.652164,-1.258507,-1.090253,-1.185696,-0.70562,-0.333813,-0.206423,-0.362937,-0.790659,-0.749164,-0.802922,-0.718393,-0.936037,-0.167569,0.342019,0.368085,0.257515,-0.585164,-0.761171,-0.554209,-0.266827,0.236109,0.231797,0.631664,0.712022,0.527489,-0.114318,-0.536155,-0.119168,0.015188,0.292122,COPD
-201.86528,113.921638,-27.731012,9.879786,30.250143,15.963627,-2.637928,14.962092,7.782885,7.806654,-2.129197,4.976661,0.671345,6.243581,0.216495,8.489491,3.293056,6.107541,-2.822843,2.263616,-0.325347,3.950601,-5.392951,-1.02727,-3.979881,0.517739,-4.789891,1.723755,-2.667747,1.081709,-2.871526,2.890681,0.271669,4.644483,-1.627963,1.604216,-1.14154,2.359602,-3.151807,0.511716,-1.305421,2.88935,-1.404393,1.876418,-0.044931,2.217631,-3.198161,0.449027,-0.05699,2.774546,-1.263625,1.861591,-0.64847,1.405805,-2.227086,-0.877754,-1.231115,3.483694,0.112707,0.244027,-0.754228,2.127972,-1.500697,-0.834339,-1.224868,1.725009,-0.803,0.291564,0.077228,2.189732,-0.776524,-0.601222,-0.703094,1.70728,-0.647158,-0.599311,-0.890664,0.707951,-1.326879,-0.730205,-0.582741,1.365399,-0.265043,0.129914,0.545952,2.367202,0.30218,-0.434966,-0.806102,0.788905,-0.17555,-0.166821,-0.477038,1.219137,0.499883,-0.231895,-1.209465,0.043991,-0.147393,0.109118,COPD
-425.187561,119.205956,24.511106,23.190454,26.37203,32.65036,14.780951,14.656907,10.032331,12.540082,2.66438,6.88048,3.878846,6.288827,-0.651123,5.684911,3.324698,6.086758,-3.784015,1.248861,-0.557362,3.234368,-3.789657,0.812076,-1.828282,1.412012,-4.629634,0.904969,-0.740242,3.426052,-2.995186,2.280476,0.329409,2.914281,-2.909422,0.501915,-0.242945,3.254189,-1.963217,1.942165,0.439277,3.188924,-3.110385,-0.297205,0.506506,4.237742,-1.437711,-0.689079,-0.12532,3.607906,-0.854844,0.295986,-0.749602,2.729564,-0.930601,-0.107599,0.122345,2.188201,-1.02093,-0.15809,-0.191139,1.615402,-1.651226,-0.508866,0.221494,2.618213,-0.96591,-1.383609,-0.324178,1.48889,-0.284515,-0.641793,-0.38566,1.807068,-0.478935,-0.400365,0.203413,1.990683,0.106925,-0.411303,-0.052276,1.196773,-0.020388,-0.471132,-0.02443,1.713736,-0.319495,-0.91015,-0.829361,0.808328,0.280528,-0.751736,-0.21533,1.009186,-0.026047,-0.757291,-0.291949,1.271536,0.020601,-0.703321,COPD
-501.101807,125.970963,56.073204,43.787766,31.265562,31.63537,23.940836,21.32645,15.255377,14.198689,7.936349,6.736252,3.401911,4.056674,2.823084,7.21849,4.838394,6.013417,0.114446,2.890787,0.838569,1.17768,-1.565339,0.329849,-1.785355,0.256419,-1.844413,0.842364,-1.205365,0.876253,-2.28903,1.878764,0.927449,1.496607,0.080148,1.067691,0.013195,1.60497,-0.473663,0.397365,-1.619122,1.266698,0.117177,0.946088,0.095605,0.048615,-1.53117,-1.238532,-0.274266,0.750915,0.786277,2.088825,-0.504281,0.84291,0.360882,-0.135669,-0.094868,-0.1243,0.067639,0.511637,0.941684,0.705292,0.590292,0.421073,0.135406,0.499841,0.195839,-0.352338,0.654465,-0.394123,0.936536,0.026532,-0.276458,-0.288296,0.21593,0.442049,0.897342,0.087584,0.029438,-0.605287,0.363418,-0.532003,0.725908,0.565198,0.932131,0.513204,-0.666707,-1.297913,-0.554073,-0.387491,0.758098,-0.343583,0.324095,0.025523,0.32852,-0.627022,-0.336176,-0.093151,0.047893,-0.275798,COPD
-503.25769,91.276733,65.754662,47.03561,38.502331,32.744648,24.647259,16.705132,12.786599,11.487538,8.907667,5.172353,3.528114,4.948996,6.410266,5.331098,2.909396,1.913718,2.664501,3.379352,3.039171,2.504634,2.588081,3.107948,3.280033,2.926221,2.615196,2.80315,3.093606,3.165343,3.043293,2.86235,2.699411,2.547621,2.248131,1.914577,1.664759,1.585497,1.573359,1.548359,1.486379,1.350437,1.302023,1.45004,1.630781,1.77203,1.839343,1.868679,1.769674,1.691718,1.57495,1.417139,1.391019,1.394231,1.39169,1.328505,1.163269,0.985726,0.961186,0.914315,0.938925,1.087489,1.088526,0.9107,0.634066,0.426535,0.421455,0.561852,0.725563,0.796689,0.651363,0.574026,0.565004,0.55989,0.549245,0.457272,0.339434,0.175249,0.084908,0.176729,0.203615,0.239475,0.238796,0.22974,0.23804,0.156927,0.039543,-0.070399,0.029091,0.217005,0.294809,0.294951,0.211121,0.222971,0.225482,0.181599,0.071923,-0.030961,-0.055002,-0.070833,URTI
-565.354248,111.066422,45.276398,27.168659,27.782909,27.923483,23.572178,13.227366,8.296859,10.957821,11.454715,9.072131,4.638927,6.067337,8.820523,9.270758,6.456959,4.645526,4.545564,3.956907,4.333121,4.980627,6.308666,4.519193,3.361538,1.838799,2.742801,3.913899,4.899643,3.798007,1.304547,1.35326,1.682368,3.182223,2.520253,2.470926,1.745534,1.62461,1.085966,1.532661,0.971562,0.297632,1.631526,1.473792,0.859093,-0.130301,1.583187,0.776383,1.376664,1.488109,0.948378,1.168696,0.048878,-0.374194,1.215045,2.853515,1.00518,1.663992,1.155056,0.45926,-0.285985,1.348526,2.272987,0.923455,1.605418,1.119733,-0.760324,-2.135993,-0.856795,-1.299652,0.965722,1.854487,1.099527,0.373944,-0.405299,-0.154666,0.364704,1.911963,0.961574,1.143787,0.464675,-0.14336,-0.551343,0.929467,0.62998,-0.064606,0.693897,0.208691,0.691098,-0.162061,-0.043724,-0.287235,0.465585,-0.301871,0.541278,0.437235,-0.865915,-0.230409,0.132224,0.697527,URTI
-558.75116,105.364632,42.876759,22.220886,25.587326,28.570721,23.929638,12.783572,6.697354,9.219213,10.661227,8.081725,3.53477,5.259518,8.186705,8.589244,5.408228,3.462051,4.771273,5.685709,5.772567,5.244156,6.037241,5.27286,5.21299,3.621273,3.180607,3.822765,5.787223,5.494223,2.503371,1.776761,1.921892,3.217541,3.265262,3.952199,3.101035,2.643024,1.86015,1.965163,1.682349,1.47698,2.592223,1.769245,1.142927,0.844825,2.173701,1.180005,2.055573,2.38919,1.916707,1.810432,0.411759,-0.050403,1.078705,2.038277,0.80132,2.41959,2.082324,0.918523,0.093016,1.600202,3.164293,2.874343,2.553328,0.440614,-1.514933,-2.420542,-1.194077,-1.299097,1.019087,1.892719,1.393334,0.853,0.036055,0.080973,0.123553,1.297586,0.994122,1.431172,0.128545,-0.732748,-0.577157,0.984131,0.600264,-0.163162,0.248979,-0.12458,0.748007,0.073619,-0.159851,-0.58114,0.389967,-0.19469,0.085932,-0.025953,-0.77574,-0.066071,0.10626,0.398416,URTI
-566.199402,112.888344,39.854584,27.658159,27.201496,31.190199,28.000027,17.237883,10.431966,12.193838,12.939272,12.30972,7.123427,7.093223,7.99431,9.488744,7.137753,4.496743,4.032368,3.559763,3.970983,4.20848,5.59162,3.078651,3.055615,0.962828,1.936569,1.996526,3.432272,4.035053,1.511451,1.895434,1.641328,3.044513,1.848468,2.689777,1.573182,1.67959,0.876462,2.246729,1.585176,0.695761,1.899591,1.528444,1.440464,-0.69175,1.615874,-0.20154,1.813128,1.721852,0.604716,0.930541,-0.956692,-0.858748,0.739058,2.194262,0.151016,2.212739,0.725837,0.75815,-0.502786,0.821861,2.69239,1.449935,2.199162,0.331448,-1.492961,-2.597069,-0.677721,-1.786287,1.31371,1.248728,0.670518,0.936341,-0.425463,0.10912,-0.143068,1.43428,0.410067,0.855389,0.271262,-0.412648,-1.257824,0.605366,-0.146193,-0.367561,0.507826,-0.418844,0.294531,-0.820313,0.049074,-0.9186,0.63055,-0.732158,0.244818,0.168568,-1.038372,-0.098209,-0.3925,0.307746,URTI
-394.600739,56.034256,43.690395,34.353851,30.439867,27.38896,22.205744,16.96594,14.068978,12.58409,10.767953,9.031708,8.500072,8.7195,8.623592,8.35277,8.522783,8.734057,8.217383,7.188303,6.344934,5.658258,4.770098,4.039548,4.093252,4.716635,5.183685,5.385764,5.715786,6.093024,6.029572,5.541691,5.141962,4.951812,4.579133,3.892879,3.2214,2.720705,2.18683,1.602915,1.292142,1.368819,1.52528,1.518564,1.435112,1.330856,1.03642,0.512314,0.041169,-0.129969,-0.051369,0.175477,0.606652,1.237529,1.839776,2.223631,2.472234,2.746378,3.029304,3.2156,3.2833,3.215382,2.891446,2.225432,1.324928,0.396936,-0.411583,-0.98542,-1.179448,-0.929315,-0.362943,0.302626,0.924668,1.431458,1.754935,1.882797,1.921583,1.995774,2.102498,2.137693,2.034064,1.803403,1.475694,1.0793,0.680388,0.380117,0.252172,0.29476,0.429888,0.536893,0.517423,0.360452,0.138381,-0.064745,-0.20026,-0.238225,-0.158038,0.016992,0.212129,0.361851,COPD
-411.508514,86.705025,65.07711,44.196285,32.19252,27.828615,25.323969,21.226181,16.251066,12.378572,10.221193,9.131761,8.453458,7.998924,7.792099,7.844294,8.079359,8.268379,8.070432,7.263511,5.977037,4.66899,3.853543,3.753013,4.113769,4.426228,4.42344,4.307916,4.387715,4.585155,4.507387,3.987594,3.331431,2.938836,2.845546,2.75138,2.39177,1.778378,1.15321,0.810446,0.896526,1.262671,1.540672,1.461031,1.093714,0.722566,0.519592,0.418117,0.273216,0.050869,-0.144297,-0.155189,0.109587,0.566352,0.968711,1.115363,1.066207,1.077294,1.293353,1.579491,1.693711,1.548365,1.239201,0.87747,0.483137,0.031757,-0.460053,-0.900675,-1.13712,-1.025243,-0.558424,0.0599,0.531478,0.696968,0.649732,0.610653,0.710258,0.895824,1.015394,0.966749,0.780595,0.581136,0.459991,0.382108,0.236078,-0.007029,-0.212119,-0.198719,0.056857,0.367513,0.495689,0.35653,0.066152,-0.180155,-0.262689,-0.201233,-0.106076,-0.073151,-0.105885,-0.123631,COPD
-407.439636,45.985603,42.443977,38.673386,35.30859,31.893608,28.057386,24.142347,20.703581,17.85832,15.41226,13.286085,11.559425,10.219628,9.118365,8.168462,7.392448,6.800555,6.344357,5.97766,5.666401,5.358034,5.033384,4.755569,4.58549,4.470055,4.301744,4.071814,3.866009,3.719885,3.57383,3.380773,3.164602,2.946684,2.701017,2.419183,2.1498,1.924997,1.707878,1.461722,1.216414,1.015296,0.840571,0.650287,0.456554,0.30775,0.21321,0.143616,0.099475,0.121275,0.228174,0.394862,0.596528,0.834621,1.104345,1.37199,1.600216,1.770981,1.870661,1.876671,1.776684,1.583222,1.316936,0.993032,0.636634,0.293002,0.004693,-0.209583,-0.341658,-0.374867,-0.297628,-0.12757,0.097118,0.345908,0.600645,0.838323,1.029975,1.159266,1.226499,1.231398,1.167145,1.038631,0.872536,0.697916,0.525387,0.355228,0.198093,0.073709,-0.00896,-0.058047,-0.084103,-0.089966,-0.079249,-0.064017,-0.055548,-0.052214,-0.04374,-0.024551,0.004727,0.047092,COPD
-423.102814,80.487335,51.163651,34.217468,34.156109,35.147324,28.040854,20.009075,18.1436,18.214827,14.447962,9.686327,9.148212,11.174721,10.879221,8.402422,7.368995,8.10309,7.919533,6.390256,5.528656,5.670087,5.209754,3.973995,3.432475,3.785479,3.765602,3.207417,3.207456,3.763994,3.65478,2.755337,2.297314,2.623162,2.66917,1.969819,1.359129,1.310735,1.235733,0.859469,0.787361,1.204407,1.366954,0.923754,0.528984,0.606305,0.625222,0.173592,-0.274337,-0.264466,-0.124773,-0.206361,-0.178693,0.280234,0.795745,0.938874,0.954165,1.227091,1.552787,1.54766,1.344356,1.273932,1.215397,0.841739,0.237633,-0.258054,-0.60106,-0.943777,-1.178989,-1.057609,-0.642248,-0.229811,0.086383,0.416613,0.733748,0.891078,0.922272,0.994385,1.092121,1.041113,0.828158,0.629393,0.519389,0.394419,0.20077,0.027128,-0.057996,-0.084046,-0.072273,-0.009088,0.057675,0.040633,-0.047867,-0.103303,-0.09043,-0.077893,-0.098644,-0.095153,-0.028851,0.06305,COPD
-436.51236,61.602188,49.621574,40.648697,37.812687,36.551868,32.204884,25.71608,20.938297,18.977486,17.549669,14.892865,11.89096,10.102668,9.472834,8.837342,7.693266,6.524861,5.794123,5.410944,5.126905,4.873683,4.631957,4.326914,3.961407,3.646163,3.430226,3.246322,3.053441,2.889163,2.747699,2.542461,2.243936,1.954232,1.785754,1.730063,1.692308,1.604302,1.466632,1.323037,1.223647,1.180222,1.142158,1.049556,0.914312,0.805141,0.746664,0.689967,0.60233,0.525921,0.511704,0.545193,0.581919,0.619223,0.684567,0.776708,0.863886,0.923031,0.941029,0.897664,0.794058,0.686225,0.640838,0.655195,0.660857,0.608776,0.512515,0.408142,0.32029,0.280227,0.326668,0.454259,0.593188,0.677458,0.715675,0.762237,0.833593,0.888621,0.88818,0.841771,0.788456,0.753462,0.730931,0.694787,0.624042,0.531004,0.462704,0.455123,0.4838,0.482629,0.422419,0.350241,0.332419,0.372589,0.409799,0.393913,0.338947,0.295007,0.28813,0.305974,COPD
